,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
2150,2151,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Alan Patrick,Stevie Ray,Lightweight,3,U-DEC,Alan Patrick,74.0,2,15,3,0,1.79,40.0,2.64,43.0,3.48,38.0,38.0,0.3,Stevie Ray,70.0,2,23,9,0,3.73,44.0,2.93,54.0,0.75,46.0,46.0,0.6,4.0,-1.94,-4.0,-0.29000000000000004,-11.0,-8.0,2.73,-0.3,-8.0,fighter1
2151,2152,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Vicente Luque,Hector Urbina,Welterweight,1,KO/TKO,Vicente Luque,75.0,1,19,7,1,5.72,53.0,5.82,52.0,0.68,50.0,50.0,0.8,Hector Urbina,73.0,1,17,10,0,0.97,38.0,2.44,39.0,0.0,0.0,0.0,3.8,2.0,4.75,15.0,3.3800000000000003,13.0,50.0,0.68,-3.0,50.0,fighter1
2152,2153,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Gregor Gillespie,Glaico Franca Moreira,Lightweight,3,U-DEC,Gregor Gillespie,71.0,1,13,1,0,3.58,49.0,2.14,60.0,7.02,47.0,47.0,0.9,Glaico Franca Moreira,77.0,1,15,5,0,2.35,42.0,3.46,47.0,2.68,42.0,42.0,0.3,-6.0,1.23,7.0,-1.3199999999999998,13.0,5.0,4.34,0.6000000000000001,5.0,fighter1
2153,2154,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Michael Johnson,Dustin Poirier,Lightweight,1,KO/TKO,Michael Johnson,73.0,2,20,17,0,4.21,38.0,3.82,58.0,0.49,45.0,45.0,0.1,Dustin Poirier,72.0,2,27,6,0,5.59,50.0,4.17,54.0,1.47,36.0,36.0,1.3,1.0,-1.38,-12.0,-0.3500000000000001,4.0,9.0,-0.98,-1.2,9.0,fighter1
2154,2155,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Derek Brunson,Uriah Hall,Middleweight,1,KO/TKO,Derek Brunson,77.0,2,21,7,0,3.77,47.0,2.95,54.0,3.02,31.0,31.0,0.4,Uriah Hall,79.0,1,17,9,0,3.34,51.0,3.54,53.0,0.67,38.0,38.0,0.2,-2.0,0.43000000000000016,-4.0,-0.5899999999999999,1.0,-7.0,2.35,0.2,-7.0,fighter1
2155,2156,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Evan Dunham,Rick Glenn,Lightweight,3,U-DEC,Evan Dunham,70.0,2,18,9,1,5.33,39.0,3.54,61.0,1.82,33.0,33.0,1.0,Rick Glenn,70.0,2,21,6,1,4.31,42.0,4.29,53.0,0.67,13.0,13.0,0.3,0.0,1.0200000000000005,-3.0,-0.75,8.0,20.0,1.15,0.7,20.0,fighter1
2156,2157,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Roan Carneiro,Kenny Robertson,Welterweight,3,S-DEC,Roan Carneiro,76.0,1,21,11,0,1.46,46.0,1.82,62.0,3.05,42.0,42.0,1.4,Kenny Robertson,74.0,1,15,5,0,3.72,47.0,3.02,52.0,1.37,26.0,26.0,0.8,2.0,-2.2600000000000002,-1.0,-1.2,10.0,16.0,1.6799999999999997,0.5999999999999999,16.0,fighter1
2157,2158,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Islam Makhachev,Chris Wade,Lightweight,3,U-DEC,Islam Makhachev,70.0,2,18,1,0,2.1,56.0,0.76,72.0,3.4,68.0,68.0,0.8,Chris Wade,70.0,1,12,3,0,1.7,53.0,1.75,51.0,2.6,51.0,51.0,1.1,0.0,0.40000000000000013,3.0,-0.99,21.0,17.0,0.7999999999999998,-0.30000000000000004,17.0,fighter1
2158,2159,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Chas Skelly,Maximo Blanco,Featherweight,1,SUB,Chas Skelly,72.0,1,18,3,0,2.02,40.0,3.35,48.0,1.71,34.0,34.0,2.4,Maximo Blanco,71.0,1,12,8,1,4.11,44.0,3.19,66.0,1.85,36.0,36.0,0.3,1.0,-2.0900000000000003,-4.0,0.16000000000000014,-18.0,-2.0,-0.14000000000000012,2.1,-2.0,fighter1
2159,2160,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Gabriel Benitez,Sam Sicilia,Featherweight,2,SUB,Gabriel Benitez,71.0,2,22,9,0,4.38,38.0,3.26,70.0,0.17,50.0,50.0,1.2,Sam Sicilia,67.0,1,15,8,0,2.46,33.0,3.55,59.0,1.45,43.0,43.0,0.9,4.0,1.92,5.0,-0.29000000000000004,11.0,7.0,-1.28,0.29999999999999993,7.0,fighter1
2160,2161,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Belal Muhammad,Augusto Montano,Welterweight,3,KO/TKO,Belal Muhammad,72.0,1,18,3,0,4.86,43.0,4.03,60.0,2.03,28.0,28.0,0.2,Augusto Montano,73.0,1,15,3,0,3.46,46.0,2.66,56.0,0.0,0.0,0.0,0.0,-1.0,1.4000000000000004,-3.0,1.37,4.0,28.0,2.03,0.2,28.0,fighter1
2161,2162,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Antonio Carlos Junior,Leonardo Guimaraes,Middleweight,3,SUB,Antonio Carlos Junior,79.0,1,11,5,0,1.95,42.0,2.14,52.0,3.42,39.0,39.0,0.8,Leonardo Guimaraes,,1,11,5,0,2.35,56.0,2.99,44.0,0.0,0.0,0.0,1.0,,-0.40000000000000013,-14.0,-0.8500000000000001,8.0,39.0,3.42,-0.19999999999999996,39.0,fighter1
2162,2163,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Jose Quinonez,Joey Gomez,Bantamweight,3,U-DEC,Jose Quinonez,69.0,2,9,5,0,3.6,45.0,3.0,64.0,2.7,47.0,47.0,0.6,Joey Gomez,71.0,1,7,1,0,3.73,49.0,3.33,50.0,2.0,28.0,28.0,0.0,-2.0,-0.1299999999999999,-4.0,-0.33000000000000007,14.0,19.0,0.7000000000000002,0.6,19.0,fighter1
2163,2164,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Randy Brown,Erick Montano,Welterweight,3,SUB,Randy Brown,78.0,1,12,4,0,3.67,47.0,2.8,53.0,1.0,46.0,46.0,0.6,Erick Montano,73.0,1,7,5,0,2.79,44.0,2.06,64.0,2.29,36.0,36.0,0.0,5.0,0.8799999999999999,3.0,0.7399999999999998,-11.0,10.0,-1.29,0.6,10.0,fighter1
2164,2165,2016-09-17,UFC Fight Night: Poirier vs. Johnson,Hidalgo,Texas,USA,Alejandro Perez,Albert Morales,Bantamweight,3,M-DEC,Alejandro Perez,67.0,1,22,8,1,3.52,35.0,2.94,64.0,0.52,20.0,20.0,0.1,Albert Morales,72.0,1,7,4,1,3.81,35.0,3.96,56.0,0.91,35.0,35.0,0.2,-5.0,-0.29000000000000004,0.0,-1.02,8.0,-15.0,-0.39,-0.1,-15.0,fighter1
2165,2166,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Stipe Miocic,Alistair Overeem,Heavyweight,1,KO/TKO,Stipe Miocic,80.0,1,20,3,0,4.9,52.0,3.75,55.0,1.92,34.0,34.0,0.0,Alistair Overeem,80.0,1,47,19,0,3.67,64.0,2.44,57.0,1.42,55.0,55.0,0.8,0.0,1.2300000000000004,-12.0,1.31,-2.0,-21.0,0.5,-0.8,-21.0,fighter1
2166,2167,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Fabricio Werdum,Travis Browne,Heavyweight,3,U-DEC,Fabricio Werdum,77.0,1,24,9,1,3.59,52.0,2.64,55.0,1.75,31.0,31.0,1.2,Travis Browne,79.0,1,18,7,1,2.93,41.0,4.31,42.0,1.21,68.0,68.0,0.2,-2.0,0.6599999999999997,11.0,-1.6699999999999995,13.0,-37.0,0.54,1.0,-37.0,fighter1
2167,2168,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Mickey Gall,CM Punk,Welterweight,1,SUB,Mickey Gall,74.0,3,6,3,0,2.55,46.0,3.65,42.0,1.15,26.0,26.0,2.1,CM Punk,73.0,1,0,1,0 ,1.1,23.0,4.87,40.0,0.87,11.0,11.0,0.0,1.0,1.4499999999999997,23.0,-1.2200000000000002,2.0,15.0,0.2799999999999999,2.1,15.0,fighter1
2168,2169,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Jimmie Rivera,Urijah Faber,Bantamweight,3,U-DEC,Jimmie Rivera,68.0,1,23,5,0,4.03,40.0,3.9,60.0,0.88,27.0,27.0,0.1,Urijah Faber,67.0,1,35,11,0,2.65,40.0,2.59,64.0,1.54,30.0,30.0,0.8,1.0,1.3800000000000003,0.0,1.31,-4.0,-3.0,-0.66,-0.7000000000000001,-3.0,fighter1
2169,2170,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Jessica Andrade,Joanne Calderwood,Women's Strawweight,1,SUB,Jessica Andrade,62.0,1,21,8,0,6.38,49.0,5.26,53.0,3.11,57.0,57.0,0.4,Joanne Calderwood,65.0,1,15,5,0,6.59,49.0,4.4,53.0,1.8,55.0,55.0,0.5,-3.0,-0.20999999999999996,0.0,0.8599999999999994,0.0,2.0,1.3099999999999998,-0.09999999999999998,2.0,fighter1
2170,2171,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Bethe Correia,Jessica Eye,Women's Bantamweight,3,S-DEC,Bethe Correia,64.0,1,11,5,1,4.39,44.0,4.56,58.0,0.44,20.0,20.0,0.0,Jessica Eye,66.0,1,15,9,0,3.76,37.0,4.01,55.0,0.45,40.0,40.0,0.5,-2.0,0.6299999999999999,7.0,0.5499999999999998,3.0,-20.0,-0.010000000000000009,-0.5,-20.0,fighter1
2171,2172,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Brad Tavares,Caio Magalhaes,Middleweight,3,S-DEC,Brad Tavares,74.0,1,18,7,0,3.04,41.0,2.73,56.0,0.97,27.0,27.0,0.0,Caio Magalhaes,73.0,1,10,3,0,2.27,40.0,2.78,56.0,1.05,15.0,15.0,1.6,1.0,0.77,1.0,-0.04999999999999982,0.0,12.0,-0.08000000000000007,-1.6,12.0,fighter1
2172,2173,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Nik Lentz,Michael McBride,Lightweight,2,KO/TKO,Nik Lentz,68.0,1,30,12,0,3.44,47.0,3.25,50.0,3.3,32.0,32.0,1.2,Michael McBride,,1,8,3,0,4.08,48.0,5.85,40.0,1.85,42.0,42.0,1.2,,-0.6400000000000001,-1.0,-2.5999999999999996,10.0,-10.0,1.4499999999999997,0.0,-10.0,fighter1
2173,2174,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Drew Dober,Jason Gonzalez,Lightweight,1,KO/TKO,Drew Dober,70.0,2,23,9,0,4.66,40.0,4.12,55.0,0.88,17.0,17.0,0.1,Jason Gonzalez,74.0,2,11,5,0,3.06,39.0,3.13,58.0,0.0,0.0,0.0,1.0,-4.0,1.6,1.0,0.9900000000000002,-3.0,17.0,0.88,-0.9,17.0,fighter1
2174,2175,2016-09-10,UFC 203: Miocic vs. Overeem,Cleveland,Ohio,USA,Yancy Medeiros,Sean Spencer,Welterweight,2,SUB,Yancy Medeiros,75.0,1,15,7,0,4.05,35.0,5.38,46.0,0.12,25.0,25.0,0.5,Sean Spencer,74.0,1,12,6,0,4.24,32.0,4.02,60.0,0.14,33.0,33.0,0.0,1.0,-0.1900000000000004,3.0,1.3600000000000003,-14.0,-8.0,-0.020000000000000018,0.5,-8.0,fighter1
2175,2176,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Josh Barnett,Andrei Arlovski,Heavyweight,3,SUB,Josh Barnett,78.0,1,35,8,0,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,Andrei Arlovski,77.0,1,30,20,0,3.48,44.0,2.83,57.0,0.47,36.0,36.0,0.3,1.0,-0.2799999999999998,6.0,-0.7200000000000002,0.0,19.0,0.79,1.0999999999999999,19.0,fighter1
2176,2177,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Alexander Gustafsson,Jan Blachowicz,Light Heavyweight,3,U-DEC,Alexander Gustafsson,79.0,1,18,7,0,4.02,40.0,3.42,51.0,1.54,39.0,39.0,0.4,Jan Blachowicz,78.0,1,27,8,0,3.49,48.0,2.74,54.0,1.1,52.0,52.0,0.2,1.0,0.5299999999999994,-8.0,0.6799999999999997,-3.0,-13.0,0.43999999999999995,0.2,-13.0,fighter1
2177,2178,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Ryan Bader,Ilir Latifi,Light Heavyweight,2,KO/TKO,Ryan Bader,74.0,1,23,5,0,2.82,43.0,1.39,71.0,3.37,44.0,44.0,0.4,Ilir Latifi,73.0,1,15,8,0,2.01,40.0,2.84,56.0,2.02,32.0,32.0,0.4,1.0,0.81,3.0,-1.45,15.0,12.0,1.35,0.0,12.0,fighter1
2178,2179,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Nick Hein,Tae Hyun Bang,Lightweight,3,U-DEC,Nick Hein,66.0,2,14,5,0,2.65,35.0,3.61,59.0,0.86,33.0,33.0,0.0,Tae Hyun Bang,71.0,3,18,10,0,2.72,38.0,2.07,66.0,0.49,33.0,33.0,0.5,-5.0,-0.07000000000000028,-3.0,1.54,-7.0,0.0,0.37,-0.5,0.0,fighter1
2179,2180,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Jessin Ayari,Jim Wallhead,Welterweight,3,S-DEC,Jessin Ayari,73.0,1,16,6,0,3.53,37.0,3.59,58.0,0.0,0.0,0.0,0.3,Jim Wallhead,,1,29,11,0,3.19,26.0,6.65,49.0,0.0,0.0,0.0,0.0,,0.33999999999999986,11.0,-3.0600000000000005,9.0,0.0,0.0,0.3,0.0,fighter1
2180,2181,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Peter Sobotta,Nicolas Dalby,Welterweight,3,U-DEC,Peter Sobotta,75.0,2,17,7,1,2.14,40.0,2.9,58.0,1.53,32.0,32.0,0.5,Nicolas Dalby,74.0,1,19,3,1,3.2,37.0,3.57,55.0,1.45,33.0,33.0,0.0,1.0,-1.06,3.0,-0.6699999999999999,3.0,-1.0,0.08000000000000007,0.5,-1.0,fighter1
2181,2182,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Ashlee Evans-Smith,Veronica Macedo,Women's Bantamweight,3,KO/TKO,Ashlee Evans-Smith,67.0,1,6,5,0,4.54,34.0,4.69,55.0,1.1,23.0,23.0,0.0,Veronica Macedo,64.0,2,6,4,1,3.13,39.0,5.06,43.0,0.57,18.0,18.0,0.6,3.0,1.4100000000000001,-5.0,-0.3699999999999992,12.0,5.0,0.5300000000000001,-0.6,5.0,fighter1
2182,2183,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Taylor Lapilus,Leandro Issa,Bantamweight,3,U-DEC,Taylor Lapilus,73.0,2,11,2,0,3.77,45.0,2.0,61.0,0.58,40.0,40.0,0.6,Leandro Issa,69.0,1,13,6,0,2.08,37.0,3.17,58.0,2.38,22.0,22.0,1.2,4.0,1.69,8.0,-1.17,3.0,18.0,-1.7999999999999998,-0.6,18.0,fighter1
2183,2184,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Jarjis Danho,Christian Colombo,Heavyweight,3,M-DEC,Jarjis Danho,74.0,1,6,1,1 ,3.39,48.0,5.77,47.0,0.57,20.0,20.0,0.0,Christian Colombo,,1,8,3,1,2.76,44.0,4.02,42.0,0.0,0.0,0.0,0.0,,0.6300000000000003,4.0,1.75,5.0,20.0,0.57,0.0,20.0,fighter1
2184,2185,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Jack Hermansson,Scott Askham,Middleweight,3,U-DEC,Jack Hermansson,77.0,1,21,6,0,5.03,44.0,3.46,54.0,1.96,34.0,34.0,0.7,Scott Askham,75.0,2,14,4,0,3.03,46.0,3.52,52.0,0.44,18.0,18.0,0.7,2.0,2.0000000000000004,-2.0,-0.06000000000000005,2.0,16.0,1.52,0.0,16.0,fighter1
2185,2186,2016-09-03,UFC Fight Night: Arlovski vs. Barnett,Hamburg,Hamburg,Germany,Rustam Khabilov,Leandro Silva,Lightweight,3,U-DEC,Rustam Khabilov,73.0,1,24,4,0,1.98,34.0,2.16,65.0,3.95,41.0,41.0,0.1,Leandro Silva,72.0,1,20,6,1,2.39,48.0,2.08,63.0,1.76,37.0,37.0,0.4,1.0,-0.41000000000000014,-14.0,0.08000000000000007,2.0,4.0,2.1900000000000004,-0.30000000000000004,4.0,fighter1
2186,2187,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Demian Maia,Carlos Condit,Welterweight,1,SUB,Demian Maia,72.0,2,28,10,0,1.82,43.0,2.03,63.0,2.55,26.0,26.0,1.0,Carlos Condit,75.0,1,32,13,0,3.63,39.0,2.49,56.0,0.62,54.0,54.0,1.0,-3.0,-1.8099999999999998,4.0,-0.4600000000000004,7.0,-28.0,1.9299999999999997,0.0,-28.0,fighter1
2187,2188,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Anthony Pettis,Charles Oliveira,Featherweight,3,SUB,Anthony Pettis,72.0,1,24,10,0,3.05,47.0,3.44,54.0,0.61,50.0,50.0,1.1,Charles Oliveira,74.0,1,30,8,0,3.22,52.0,2.94,54.0,2.64,44.0,44.0,2.8,-2.0,-0.17000000000000037,-5.0,0.5,0.0,6.0,-2.0300000000000002,-1.6999999999999997,6.0,fighter1
2188,2189,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Paige VanZant,Bec Rawlings,Women's Strawweight,2,KO/TKO,Paige VanZant,65.0,1,8,5,0,3.35,52.0,2.62,42.0,1.27,33.0,33.0,1.0,Bec Rawlings,64.0,1,7,8,0,4.48,42.0,5.66,57.0,0.71,40.0,40.0,0.4,1.0,-1.1300000000000003,10.0,-3.04,-15.0,-7.0,0.56,0.6,-7.0,fighter1
2189,2190,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Jim Miller,Joe Lauzon,Lightweight,3,S-DEC,Jim Miller,71.0,2,32,15,0,2.73,40.0,2.99,59.0,1.69,43.0,43.0,1.9,Joe Lauzon,71.0,1,28,16,0,2.84,39.0,5.39,54.0,2.39,45.0,45.0,2.0,0.0,-0.10999999999999988,1.0,-2.3999999999999995,5.0,-2.0,-0.7000000000000002,-0.10000000000000009,-2.0,fighter1
2190,2191,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Sam Alvey,Kevin Casey,Middleweight,2,KO/TKO,Sam Alvey,75.0,2,33,14,0,3.17,44.0,3.26,55.0,0.08,16.0,16.0,0.1,Kevin Casey,77.0,2,9,5,2 ,2.27,53.0,3.76,46.0,0.79,22.0,22.0,0.4,-2.0,0.8999999999999999,-9.0,-0.5,9.0,-6.0,-0.7100000000000001,-0.30000000000000004,-6.0,fighter1
2191,2192,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Kyle Bochniak,Enrique Barzola,Featherweight,3,S-DEC,Kyle Bochniak,70.0,1,8,5,0,2.63,31.0,5.11,58.0,1.14,15.0,15.0,0.0,Enrique Barzola,70.0,1,17,5,2,3.91,41.0,2.97,68.0,4.2,45.0,45.0,0.3,0.0,-1.2800000000000002,-10.0,2.14,-10.0,-30.0,-3.0600000000000005,-0.3,-30.0,fighter1
2192,2193,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Alessio Di Chirico,Garreth McLellan,Middleweight,3,S-DEC,Alessio Di Chirico,74.0,1,13,5,0,3.3,41.0,3.24,62.0,1.62,45.0,45.0,0.0,Garreth McLellan,72.0,2,13,6,0,3.56,54.0,2.94,45.0,1.15,22.0,22.0,0.9,2.0,-0.26000000000000023,-13.0,0.30000000000000027,17.0,23.0,0.4700000000000002,-0.9,23.0,fighter1
2193,2194,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Felipe Silva,Shane Campbell,Lightweight,1,KO/TKO,Felipe Silva,77.0,1,8,2,0,5.4,50.0,1.8,59.0,1.0,100.0,100.0,0.0,Shane Campbell,71.0,1,14,6,0,3.99,59.0,3.19,55.0,1.36,28.0,28.0,0.0,6.0,1.4100000000000001,-9.0,-1.39,4.0,72.0,-0.3600000000000001,0.0,72.0,fighter1
2194,2195,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Chad Laprise,Thibault Gouti,Lightweight,1,KO/TKO,Chad Laprise,71.0,1,13,4,0,4.78,42.0,3.59,65.0,1.05,54.0,54.0,0.0,Thibault Gouti,72.0,1,12,5,0,3.68,34.0,5.64,50.0,1.23,80.0,80.0,0.3,-1.0,1.1,8.0,-2.05,15.0,-26.0,-0.17999999999999994,-0.3,-26.0,fighter1
2195,2196,2016-08-27,UFC on FOX: Maia vs. Condit,Vancouver,British Columbia,Canada,Jeremy Kennedy,Alex Ricci,Lightweight,3,U-DEC,Jeremy Kennedy,71.0,1,11,1,0,2.22,46.0,2.58,47.0,5.73,52.0,52.0,0.0,Alex Ricci,,1,10,5,0,2.48,41.0,2.53,64.0,0.0,0.0,0.0,0.0,,-0.2599999999999998,5.0,0.050000000000000266,-17.0,52.0,5.73,0.0,52.0,fighter1
2196,2197,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Conor McGregor,Nate Diaz,Welterweight,5,M-DEC,Conor McGregor,74.0,2,22,5,0,5.32,49.0,4.54,54.0,0.7,55.0,55.0,0.0,Nate Diaz,76.0,2,21,12,0,4.62,45.0,3.78,53.0,1.19,30.0,30.0,1.4,-2.0,0.7000000000000002,4.0,0.7600000000000002,1.0,25.0,-0.49,-1.4,25.0,fighter1
2197,2198,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Anthony Johnson,Glover Teixeira,Light Heavyweight,1,KO/TKO,Anthony Johnson,78.0,1,22,6,0,3.25,47.0,1.83,60.0,2.43,57.0,57.0,0.6,Glover Teixeira,76.0,1,32,7,0,3.75,47.0,3.84,54.0,2.04,40.0,40.0,1.0,2.0,-0.5,0.0,-2.01,6.0,17.0,0.3900000000000001,-0.4,17.0,fighter1
2198,2199,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Donald Cerrone,Rick Story,Welterweight,2,KO/TKO,Donald Cerrone,73.0,1,36,15,0,4.43,46.0,4.46,53.0,1.19,33.0,33.0,1.2,Rick Story,71.0,2,19,9,0,3.8,41.0,2.17,62.0,2.53,48.0,48.0,0.9,2.0,0.6299999999999999,5.0,2.29,-9.0,-15.0,-1.3399999999999999,0.29999999999999993,-15.0,fighter1
2199,2200,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Mike Perry,Hyun Gyu Lim,Welterweight,1,KO/TKO,Mike Perry,71.0,1,14,7,0,4.35,47.0,4.82,54.0,0.69,38.0,38.0,0.2,Hyun Gyu Lim,77.0,1,13,7,1,4.45,41.0,5.07,51.0,0.23,100.0,100.0,0.2,-6.0,-0.10000000000000053,6.0,-0.25,3.0,-62.0,0.45999999999999996,0.0,-62.0,fighter1
2200,2201,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Tim Means,Sabah Homasi,Welterweight,2,KO/TKO,Tim Means,75.0,1,31,12,0,5.16,48.0,3.58,61.0,0.92,41.0,41.0,0.2,Sabah Homasi,72.0,1,11,8,0,4.98,48.0,6.91,47.0,2.8,50.0,50.0,0.0,3.0,0.17999999999999972,0.0,-3.33,14.0,-9.0,-1.88,0.2,-9.0,fighter1
2201,2202,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Cody Garbrandt,Takeya Mizugaki,Bantamweight,1,KO/TKO,Cody Garbrandt,65.0,1,12,3,0,3.35,37.0,3.33,65.0,0.84,33.0,33.0,0.0,Takeya Mizugaki,69.0,1,21,11,0,3.37,37.0,3.27,57.0,1.46,57.0,57.0,0.1,-4.0,-0.020000000000000018,0.0,0.06000000000000005,8.0,-24.0,-0.62,-0.1,-24.0,fighter1
2202,2203,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Raquel Pennington,Elizabeth Phillips,Women's Bantamweight,3,U-DEC,Raquel Pennington,67.0,1,11,9,0,3.62,48.0,3.2,63.0,1.12,28.0,28.0,0.7,Elizabeth Phillips,65.0,1,6,6,0,2.6,33.0,3.07,58.0,0.75,25.0,25.0,0.2,2.0,1.02,15.0,0.13000000000000034,5.0,3.0,0.3700000000000001,0.49999999999999994,3.0,fighter1
2203,2204,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Artem Lobov,Chris Avila,Featherweight,3,U-DEC,Artem Lobov,65.0,2,13,15,0,3.52,41.0,4.82,50.0,0.39,25.0,25.0,0.0,Chris Avila,,1,5,4,0,2.37,30.0,4.17,48.0,0.0,0.0,0.0,0.0,,1.15,11.0,0.6500000000000004,2.0,25.0,0.39,0.0,25.0,fighter1
2204,2205,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Cortney Casey,Randa Markos,Women's Strawweight,1,SUB,Cortney Casey,67.0,1,9,8,0,4.4,38.0,4.31,53.0,0.31,30.0,30.0,0.6,Randa Markos,63.0,1,10,11,0,2.85,41.0,3.2,59.0,1.23,28.0,28.0,0.2,4.0,1.5500000000000003,-3.0,1.1099999999999994,-6.0,2.0,-0.9199999999999999,0.39999999999999997,2.0,fighter1
2205,2206,2016-08-20,UFC 202: Diaz vs. McGregor 2,Las Vegas,Nevada,USA,Lorenz Larkin,Neil Magny,Welterweight,1,KO/TKO,Lorenz Larkin,72.0,1,18,6,0,3.53,46.0,2.74,63.0,0.27,42.0,42.0,0.1,Neil Magny,80.0,1,24,9,0,3.67,47.0,2.05,56.0,2.46,45.0,45.0,0.3,-8.0,-0.14000000000000012,-1.0,0.6900000000000004,7.0,-3.0,-2.19,-0.19999999999999998,-3.0,fighter1
