Date,Event,City,State,Country,fighter,WeightClass,Round,Method,result,reach,stance,wins,loss,no_contest,splm,sig_acc,sig_absorbed,sig_strike_defense,average_takedown,takedown_acc,takedown_defense,sub_average
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Israel Adesanya,Light Heavyweight,5,U-DEC,loser,80,3,20,0,0,4.1,50,2.33,65,0,0,0,0.3
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Megan Anderson,Women's Featherweight,1,SUB,loser,72,1,11,4,0,1.82,46,2.94,38,0.56,33,33,0.6
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Petr Yan,Bantamweight,4,DQ,loser,67,3,15,1,0,6.32,50,3.25,63,1.46,52,52,0.2
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Drew Dober,Lightweight,3,SUB,loser,70,2,23,9,0,4.66,40,4.12,55,0.88,17,17,0.1
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Thiago Santos,Light Heavyweight,3,U-DEC,loser,76,1,21,8,0,4.36,48,2.32,55,0.77,40,40,0.1
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Casey Kenney,Bantamweight,3,S-DEC,loser,68,2,16,2,1,4.79,43,4.07,59,1.25,42,42,0.6
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Song Yadong,Bantamweight,3,U-DEC,loser,67,1,16,4,1,4.32,42,3.57,56,0.73,75,75,0.5
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Joseph Benavidez,Flyweight,3,U-DEC,loser,65,2,28,7,0,3.54,34,2.62,62,1.48,30,30,0.6
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Rogerio Bontorin,Flyweight,1,KO/TKO,loser,67,1,16,2,0,2.3,52,3.17,38,1.76,35,35,1.1
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Jordan Espinosa,Flyweight,3,U-DEC,loser,69,1,15,8,0,4.99,53,3.23,58,0.92,28,28,0.2
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Carlos Ulberg,Light Heavyweight,2,KO/TKO,loser,77,1,5,0,0,4.92,45,3.44,66,0,0,0,0
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Jake Matthews,Welterweight,3,SUB,loser,73,1,17,4,0,3.15,46,2.12,63,2.09,41,41,0.7
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Livinha Souza,Women's Strawweight,1,KO/TKO,loser,63,1,14,2,0,2.2,46,3.02,65,2.59,44,44,1.3
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Aalon Cruz,Lightweight,1,KO/TKO,loser,78,3,8,3,0,8.37,39,6.99,64,0,0,0,0
2021-03-06,UFC 259: Blachowicz vs. Adesanya,Las Vegas,Nevada,USA,Mario Bautista,Bantamweight,2,KO/TKO,loser,69,3,8,1,0,6.19,45,4.96,58,0.6,33,33,0
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Jairzinho Rozenstruik,Heavyweight,5,U-DEC,loser,78,1,11,2,0,3.14,48,3.48,39,0,0,0,0
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Nikita Krylov,Light Heavyweight,3,U-DEC,loser,77,1,27,8,0,4.33,56,2.52,43,1.34,33,33,1.3
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Mayra Bueno Silva,Women's Flyweight,3,M-DEC,loser,66,1,7,1,1,4.06,57,4.89,47,0,0,0,1.6
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Jimmie Rivera,Bantamweight,3,U-DEC,loser,68,1,23,5,0,4.03,40,3.9,60,0.88,27,27,0.1
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Kevin Croom,Featherweight,3,U-DEC,loser,73,1,21,13,0,1.35,36,3.22,31,0.97,6,6,1
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Alexander Hernandez,Lightweight,3,U-DEC,loser,72,1,12,4,0,3.57,35,3.81,59,1.6,38,38,0
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Sabina Mazo,Women's Bantamweight,3,U-DEC,loser,70,1,9,2,0,6.56,44,3.91,60,0.81,80,80,0.2
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Vince Cachero,Bantamweight,3,KO/TKO,loser,68,1,7,4,0,3.29,45,6.51,43,0,0,0,0.5
2021-02-27,UFC Fight Night: Rozenstruik vs. Gane,Las Vegas,Nevada,USA,Maxim Grishin,Light Heavyweight,3,U-DEC,loser,78,1,31,9,2,2.95,44,2.33,56,0.38,33,33,0
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Curtis Blaydes,Heavyweight,2,KO/TKO,loser,80,1,14,3,0,3.59,53,1.7,57,6.64,54,54,0
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Ketlen Vieira,Women's Bantamweight,3,U-DEC,loser,68,1,11,2,0,2.66,36,3.84,53,2.19,48,48,0.5
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Charles Rosa,Featherweight,3,U-DEC,loser,69,3,13,5,0,3.11,37,3.78,48,1.76,32,32,1
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Aleksei Oleinik,Heavyweight,1,KO/TKO,loser,80,1,59,15,0,3.47,50,3.85,44,2.38,46,46,2.4
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Nassourdine Imavov,Middleweight,3,M-DEC,loser,75,1,9,3,0,4.17,61,2.03,59,0.5,12,12,2
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Andrei Arlovski,Heavyweight,2,SUB,loser,77,1,30,20,0,3.48,44,2.83,57,0.47,36,36,0.3
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Danny Chavez,Featherweight,3,U-DEC,loser,67,1,11,4,0,2.93,39,4.17,53,2.5,100,100,0
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Eddie Wineland,Bantamweight,1,KO/TKO,loser,69,1,24,15,0,3.4,29,3.66,69,0.34,33,33,0.1
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Nate Landwehr,Featherweight,1,KO/TKO,loser,72,1,14,4,0,7.02,50,7.67,51,0,0,0,0
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Shana Dobson,Women's Flyweight,2,KO/TKO,loser,69,1,4,5,0,3.34,37,5.2,50,0.84,50,50,0
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Drako Rodriguez,Bantamweight,1,KO/TKO,loser,69,1,7,2,0,2.57,35,2.57,26,2.75,100,100,2.8
2021-02-20,UFC Fight Night: Blaydes vs. Lewis,Las Vegas,Nevada,USA,Jared Vanderaa,Heavyweight,2,KO/TKO,loser,80,1,11,5,0,2.75,52,5.19,33,1.15,100,100,0
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Gilbert Burns,Welterweight,3,KO/TKO,loser,71,1,19,4,0,3.22,45,3.04,54,2.08,35,35,0.7
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Maycee Barber,Women's Flyweight,3,U-DEC,loser,65,3,8,2,0,5.21,52,3,50,1.44,40,40,0.2
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Ian Heinisch,Middleweight,3,U-DEC,loser,72,1,14,4,0,3.28,50,2.79,58,1.13,18,18,0.8
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Brian Kelleher,Featherweight,3,U-DEC,loser,66,3,22,12,0,3.92,39,5.47,53,1,25,25,0.7
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Maki Pitolo,Middleweight,3,SUB,loser,75,1,13,8,0,4.2,44,3.71,56,2.42,52,52,0.5
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Rodolfo Vieira,Middleweight,2,SUB,loser,73,1,7,1,0,1.66,42,3.06,42,7,47,47,1.6
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Dhiego Lima,Welterweight,3,U-DEC,loser,75,1,17,8,0,3.14,38,3.93,59,1.38,42,42,0.7
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Mallory Martin,Women's Strawweight,1,SUB,loser,63,1,7,4,0,3.99,59,5.53,58,3.37,63,63,0.5
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Andre Ewell,Catch Weight,3,U-DEC,loser,75,2,17,7,0,4.42,41,4.25,52,0.29,66,66,0.1
2021-02-13,UFC 258: Usman vs. Burns,Las Vegas,Nevada,USA,Philip Rowe,Welterweight,3,U-DEC,loser,80,1,7,3,0,4.99,60,5.34,51,1.19,33,33,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Alistair Overeem,Heavyweight,2,KO/TKO,loser,80,1,47,19,0,3.67,64,2.44,57,1.42,55,55,0.8
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Frankie Edgar,Bantamweight,1,KO/TKO,loser,68,1,23,9,1,3.7,39,2.71,66,2.28,31,31,0.3
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Michael Johnson,Lightweight,3,U-DEC,loser,73,2,20,17,0,4.21,38,3.82,58,0.49,45,45,0.1
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Manel Kape,Flyweight,3,U-DEC,loser,68,2,15,5,0,3.27,53,4.93,50,2,28,28,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Diego Ferreira,Lightweight,3,S-DEC,loser,74,1,17,3,0,4.85,37,3.26,58,0.89,26,26,0.9
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Mike Rodriguez,Light Heavyweight,2,SUB,loser,82,2,11,6,0,4.61,59,3.39,40,0,0,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Justin Jaynes,Catch Weight,2,KO/TKO,loser,68,1,16,7,0,3.58,42,6.49,58,0,0,0,0.6
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Joselyne Edwards,Women's Bantamweight,3,U-DEC,loser,70,1,10,3,0,4.2,53,3.83,46,0.5,16,16,0.5
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Molly McCann,Women's Flyweight,3,U-DEC,loser,62,1,10,4,0,5.15,50,4.28,65,1.64,29,29,0.7
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Youssef Zalal,Featherweight,3,U-DEC,loser,72,3,10,4,0,2.45,51,1.56,64,2.4,40,40,1.4
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Martin Day,Featherweight,3,U-DEC,loser,73,1,8,6,0,3.97,45,3.79,53,0.72,60,60,0.5
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Las Vegas,Nevada,USA,Jerome Rivera,Featherweight,1,KO/TKO,loser,72,2,10,5,0,3.08,34,2.47,51,0,0,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Conor McGregor,Lightweight,2,KO/TKO,loser,74,2,22,5,0,5.32,49,4.54,54,0.7,55,55,0
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Dan Hooker,Lightweight,1,KO/TKO,loser,75,3,20,10,0,4.95,48,4.92,51,0.72,34,34,0.3
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Jessica Eye,Women's Flyweight,3,U-DEC,loser,66,1,15,9,0,3.76,37,4.01,55,0.45,40,40,0.5
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Andrew Sanchez,Middleweight,3,KO/TKO,loser,74,1,13,6,0,4.48,42,5.05,51,1.92,31,31,0
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Amanda Ribas,Women's Strawweight,2,KO/TKO,loser,66,1,10,2,0,4.25,44,1.78,71,2.31,58,58,1.6
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Matt Frevola,Lightweight,3,U-DEC,loser,71,1,8,2,1,2.73,37,3.44,58,2.59,37,37,1.1
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Antonio Carlos Junior,Middleweight,3,U-DEC,loser,79,1,11,5,0,1.95,42,2.14,52,3.42,39,39,0.8
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Sara McMann,Women's Bantamweight,3,SUB,loser,66,1,12,6,0,2.32,45,1.94,48,4.41,65,65,0.5
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Khalil Rountree Jr.,Light Heavyweight,3,U-DEC,loser,76,2,9,5,0,3.06,38,3.63,49,0,0,0,0.2
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Nik Lentz,Catch Weight,3,S-DEC,loser,68,1,30,12,0,3.44,47,3.25,50,3.3,32,32,1.2
2021-01-23,UFC 257: Poirier vs. McGregor,Abu Dhabi,Abu Dhabi,United Arab Emirates,Zhalgas Zhumagulov,Flyweight,3,U-DEC,loser,66,3,13,5,0,4.17,49,4,58,1.5,21,21,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Neil Magny,Welterweight,5,U-DEC,loser,80,1,24,9,0,3.67,47,2.05,56,2.46,45,45,0.3
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Mounir Lazzez,Welterweight,1,KO/TKO,loser,76,1,10,2,0,5.69,55,4.78,45,3.41,100,100,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Vinicius Moreira,Light Heavyweight,2,KO/TKO,loser,76,1,9,5,0,3.15,59,5.07,43,1.97,18,18,1.3
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Roxanne Modafferi,Women's Flyweight,3,U-DEC,loser,69,1,25,19,0,3.13,30,5.03,53,1.42,23,23,0.1
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Tyson Nam,Flyweight,3,S-DEC,loser,68,1,20,12,0,3.64,31,5.69,64,0,0,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Douglas Silva de Andrade,Featherweight,3,U-DEC,loser,68,1,26,4,0,3.77,38,4.26,58,0.7,50,50,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Tom Breese,Middleweight,2,SUB,loser,73,2,12,3,0,3.34,50,2.81,60,0,0,0,1.1
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Gaetano Pirrello,Bantamweight,2,SUB,loser,NA,1,15,6,1,0.67,42,1.89,46,0,0,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Zarrukh Adashev,Flyweight,3,U-DEC,loser,65,2,3,3,0,1.93,23,3.35,60,0,0,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Markus Perez,Middleweight,3,U-DEC,loser,73,1,12,5,0,2.6,47,3.72,52,0.81,25,25,1
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Jerome Rivera,Flyweight,3,U-DEC,loser,72,2,10,5,0,3.08,34,2.47,51,0,0,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Mason Jones,Lightweight,3,U-DEC,loser,NA,1,10,1,0,7.8,37,7.2,47,1,25,25,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Sergey Morozov,Bantamweight,2,SUB,loser,NA,1,16,4,0,0.81,23,2.89,39,0,0,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Abu Dhabi,Abu Dhabi,United Arab Emirates,Victoria Leonardo,Women's Flyweight,2,KO/TKO,loser,64,1,8,4,0,3.4,37,4.15,47,2.39,37,37,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Calvin Kattar,Featherweight,5,U-DEC,loser,72,1,22,5,0,5.07,42,8.16,50,0.37,30,30,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Matt Brown,Welterweight,3,U-DEC,loser,75,1,24,18,0,3.69,54,2.67,55,1.56,44,44,1.4
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Santiago Ponzinibbio,Welterweight,1,KO/TKO,loser,73,1,28,4,0,4.21,40,4.05,64,0.52,44,44,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Joaquin Buckley,Middleweight,1,KO/TKO,loser,76,2,12,4,0,4.58,36,5.46,51,0.6,16,16,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Dusko Todorovic,Middleweight,1,KO/TKO,loser,74,1,10,1,0,7.45,62,5.42,46,0.53,6,6,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Wu Yanan,Women's Bantamweight,3,U-DEC,loser,66,1,11,4,0,4.51,45,4.82,51,0.61,22,22,0.3
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Justin Tafa,Heavyweight,3,S-DEC,loser,74,2,4,2,0,5.33,59,4.6,46,0,0,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,David Zawada,Welterweight,3,S-DEC,loser,75,1,17,6,0,3.24,40,4.07,54,0.96,30,30,2.2
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Sarah Moras,Women's Bantamweight,3,U-DEC,loser,67,1,6,8,0,2.28,34,3.58,50,0.67,21,21,0.8
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Abu Dhabi,Abu Dhabi,United Arab Emirates,Jacob Kilburn,Featherweight,3,U-DEC,loser,72,1,8,4,0,2.56,33,6.78,35,0.51,5,5,0.5
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Geoff Neal,Welterweight,5,U-DEC,loser,75,2,13,3,0,4.94,49,4.93,61,0.5,50,50,0.2
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Marlon Vera,Bantamweight,3,U-DEC,loser,70,3,16,7,1,3.65,49,3.95,52,0.78,37,37,1.1
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Khaos Williams,Welterweight,3,U-DEC,loser,77,1,11,2,0,4.39,45,2.95,44,0,0,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Marlon Moraes,Bantamweight,1,KO/TKO,loser,67,1,23,8,1,3.38,39,4.11,56,1,41,41,0.4
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Greg Hardy,Heavyweight,2,KO/TKO,loser,80,1,7,3,0,4.83,50,3.12,56,0.21,33,33,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Alex Morono,Welterweight,3,U-DEC,loser,72,1,18,7,0,4.96,42,3.69,56,0.44,28,28,0.4
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Sijara Eubanks,Women's Bantamweight,3,U-DEC,loser,67,1,7,6,0,4.52,43,3.69,57,1.88,46,46,0.4
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Antonio Arroyo,Catch Weight,3,U-DEC,loser,73,1,9,4,0,3.08,70,1.72,44,1.4,41,41,0.3
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Gillian Robertson,Women's Flyweight,3,U-DEC,loser,63,1,9,5,0,2.05,51,2.1,51,2.64,46,46,0.9
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Jamie Pickett,Middleweight,3,U-DEC,loser,80,1,11,5,0,2.84,55,4.84,46,1.48,40,40,0.4
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Cody Durden,Flyweight,1,SUB,loser,67,2,11,3,1,3.11,48,3.93,41,3.28,26,26,0.8
2020-12-19,UFC Fight Night: Thompson vs. Neal,Las Vegas,Nevada,USA,Carlton Minus,Catch Weight,3,U-DEC,loser,75,1,10,3,0,3.5,40,4.97,50,0,0,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Brandon Moreno,Flyweight,5,M-DEC,loser,70,1,18,5,2,3.41,38,3.41,59,2.01,45,45,0.6
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Tony Ferguson,Lightweight,3,U-DEC,loser,76,1,26,5,0,5.46,45,3.94,59,0.45,42,42,1.1
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Virna Jandiroba,Women's Strawweight,3,U-DEC,loser,64,1,16,2,0,2.39,46,3.08,54,3.16,53,53,2
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Jacare Souza,Middleweight,1,KO/TKO,loser,72,1,26,9,0,2.53,46,2.85,62,2.55,39,39,1.4
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Junior Dos Santos,Heavyweight,2,KO/TKO,loser,77,1,21,9,0,4.49,47,3.33,56,0.3,50,50,0.1
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Daniel Pineda,Featherweight,2,KO/TKO,loser,69,1,27,14,0,3.41,49,2.72,44,1.55,29,29,1.8
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Renato Moicano,Lightweight,1,KO/TKO,loser,72,1,14,4,1,5.4,46,3.74,65,1.28,53,53,0.6
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Billy Quarantillo,Featherweight,3,U-DEC,loser,70,1,15,3,0,7.03,64,4.37,42,1.28,31,31,1.8
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Sam Hughes,Women's Strawweight,1,KO/TKO,loser,64,1,5,2,0,4,37,-1,49,0,0,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Las Vegas,Nevada,USA,Peter Barrett,Featherweight,3,SUB,loser,73,2,11,5,0,4.18,61,4.32,42,1.39,22,22,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Jack Hermansson,Middleweight,5,U-DEC,loser,77,1,21,6,0,5.03,44,3.46,54,1.96,34,34,0.7
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Ovince Saint Preux,Light Heavyweight,2,KO/TKO,loser,80,2,25,15,0,2.68,46,3.03,45,1.19,40,40,0.6
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Justin Jaynes,Lightweight,1,KO/TKO,loser,68,1,16,7,0,3.58,42,6.49,58,0,0,0,0.6
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,John Allan,Light Heavyweight,3,S-DEC,loser,75,1,13,6,0,2.95,43,4.01,52,1.94,71,71,1.2
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Matt Wiman,Lightweight,1,KO/TKO,loser,68,1,16,10,0,3.17,50,3.57,51,2.13,37,37,1.5
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Jose Quinonez,Bantamweight,2,KO/TKO,loser,69,2,9,5,0,3.6,45,3,64,2.7,47,47,0.6
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Damon Jackson,Featherweight,1,KO/TKO,loser,71,3,18,4,1,2.46,35,3.63,45,1.14,20,20,2.7
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Las Vegas,Nevada,USA,Gian Villante,Heavyweight,3,U-DEC,loser,76,1,17,13,0,4.39,43,5.48,55,0.46,23,23,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Devin Clark,Light Heavyweight,1,SUB,loser,75,1,12,5,0,3.33,57,2.43,48,2.7,36,36,0.1
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Takashi Sato,Welterweight,2,SUB,loser,73,2,16,4,0,3.16,37,4.81,50,0.53,50,50,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Josh Parisian,Heavyweight,3,U-DEC,loser,79,1,13,4,0,7.46,51,7.51,42,0,0,0,0.7
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Spike Carlyle,Featherweight,3,U-DEC,loser,71,3,9,3,0,2.55,54,3.85,30,3.34,36,36,0.5
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Ashlee Evans-Smith,Women's Bantamweight,3,U-DEC,loser,67,1,6,5,0,4.54,34,4.69,55,1.1,23,23,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Kai Kamaka,Featherweight,2,KO/TKO,loser,69,1,8,3,0,6.58,60,6.74,49,3.68,75,75,0.6
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Martin Day,Bantamweight,1,SUB,loser,73,1,8,6,0,3.97,45,3.79,53,0.72,60,60,0.5
2020-11-28,UFC Fight Night: Smith vs. Clark,Las Vegas,Nevada,USA,Rachael Ostovich,Women's Flyweight,3,KO/TKO,loser,62,1,4,6,0,2.54,43,3.97,57,2.03,83,83,0.8
