Date,Event,City,State,Country,fighter,WeightClass,Round,Method,result,reach,stance,wins,loss,no_contest,splm,sig_acc,sig_absorbed,sig_strike_defense,average_takedown,takedown_acc,takedown_defense,sub_average
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Andrei Arlovski,Heavyweight,2,KO/TKO,loser,77,1,30,20,0,3.48,44,2.83,57,0.47,36,36,0.3
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Antonio Silva,Heavyweight,1,KO/TKO,loser,82,1,19,12,0,2.89,45,3.09,50,0.82,29,29,0.8
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Albert Tumenov,Welterweight,2,SUB,loser,73,1,18,4,0,3.76,42,3.34,58,0.2,20,20,0
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Anna Elmose,Women's Bantamweight,1,KO/TKO,loser,NA,1,3,2,0,3.68,49,4.64,56,0,0,0,0
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Francimar Barroso,Light Heavyweight,2,SUB,loser,75,1,19,7,0,2.77,52,3.07,59,2.22,24,24,0
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Heather Clark,Women's Strawweight,3,U-DEC,loser,64,1,7,6,0,3.69,49,5.62,50,0.33,4,4,0.3
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Chris Wade,Lightweight,3,U-DEC,loser,70,1,12,3,0,1.7,53,1.75,51,2.6,51,51,1.1
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Garreth McLellan,Middleweight,2,KO/TKO,loser,72,2,13,6,0,3.56,54,2.94,45,1.15,22,22,0.9
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Jon Tuck,Lightweight,3,S-DEC,loser,73,1,10,5,0,3,40,3.74,60,0.42,33,33,1
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Yan Cabral,Lightweight,3,KO/TKO,loser,73,1,13,3,0,2.02,47,1.98,62,2.89,35,35,1.2
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Neil Seery,Flyweight,3,U-DEC,loser,64,1,16,13,0,3.56,41,3.79,58,0.78,27,27,1.6
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Dominic Waters,Welterweight,3,U-DEC,loser,79,1,9,5,0,0.48,23,2.53,39,4.07,52,52,0
2016-05-08,UFC Fight Night: Overeem vs Arlovski,Rotterdam,Zuid-Holland,Netherlands,Willie Gates,Flyweight,2,SUB,loser,72,1,12,7,0,1.8,38,4.28,38,0,0,0,0.4
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Ovince Saint Preux,Light Heavyweight,5,U-DEC,loser,80,2,25,15,0,2.68,46,3.03,45,1.19,40,40,0.6
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Henry Cejudo,Flyweight,1,KO/TKO,loser,64,1,16,2,0,3.92,45,2.77,65,2.12,33,33,0.2
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Anthony Pettis,Lightweight,3,U-DEC,loser,72,1,24,10,0,3.05,47,3.44,54,0.61,50,50,1.1
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Rafael Natal,Middleweight,3,U-DEC,loser,77,1,21,9,1,3.1,47,2.48,57,2.55,34,34,0.5
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Andre Fili,Featherweight,2,KO/TKO,loser,74,1,21,8,0,3.73,36,3.9,52,2.5,49,49,0.2
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Chris Kelades,Flyweight,3,U-DEC,loser,68,1,9,3,0,2.4,43,2.64,48,1.04,18,18,0.3
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Dominique Steele,Welterweight,3,U-DEC,loser,74,1,14,9,0,2.32,49,2.42,50,2.95,42,42,0
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Juliana Lima,Women's Strawweight,3,U-DEC,loser,65,1,9,5,0,1.94,44,2.11,55,1.72,31,31,0
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Glaico Franca Moreira,Lightweight,3,U-DEC,loser,77,1,15,5,0,2.35,42,3.46,47,2.68,42,42,0.3
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Cody East,Heavyweight,1,KO/TKO,loser,NA,1,12,3,0,4.15,43,7.32,40,3.97,100,100,0
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Clint Hester,Light Heavyweight,1,SUB,loser,77,1,11,6,0,3.36,42,3.44,56,1.02,35,35,0
2016-04-23,UFC 197: Jones vs Saint Preux,Las Vegas,Nevada,USA,Efrain Escudero,Lightweight,3,U-DEC,loser,71,1,28,12,0,2.92,44,2.3,63,1.31,40,40,0.8
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Rashad Evans,Light Heavyweight,1,KO/TKO,loser,75,1,19,8,1,2.14,37,2.42,63,2.98,44,44,0
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Tecia Torres,Women's Strawweight,3,U-DEC,loser,60,1,12,5,0,4.3,47,3.37,62,0.68,15,15,0.1
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Darrell Horcher,Catch Weight,2,KO/TKO,loser,70,2,13,4,0,2.05,44,4.21,39,0.35,50,50,0.7
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Hacran Dias,Featherweight,3,U-DEC,loser,69,1,23,6,1,2.08,41,3.31,55,2.5,39,39,0.5
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Beneil Dariush,Lightweight,2,SUB,loser,72,2,20,4,1,4,49,2.72,59,2.03,32,32,1
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Bethe Correia,Women's Bantamweight,3,S-DEC,loser,64,1,11,5,1,4.39,44,4.56,58,0.44,20,20,0
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Court McGee,Welterweight,1,KO/TKO,loser,75,1,20,10,0,4.9,36,3.94,61,1.6,21,21,0.4
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Randy Brown,Welterweight,2,SUB,loser,78,1,12,4,0,3.67,47,2.8,53,1,46,46,0.6
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Manvel Gamburyan,Bantamweight,1,KO/TKO,loser,67,1,15,10,0,2.13,41,2.83,55,3.26,34,34,0.7
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Oluwale Bamgbose,Middleweight,3,U-DEC,loser,78,3,6,4,0,2.45,48,2.7,55,0.94,33,33,0
2016-04-16,UFC on FOX: Teixeira vs Evans,Tampa,Florida,USA,Omari Akhmedov,Welterweight,3,KO/TKO,loser,73,1,21,5,1,2.95,35,2.59,57,2.63,49,49,0.3
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Ben Rothwell,Heavyweight,5,U-DEC,loser,78,1,38,13,0,3.55,41,4.57,46,0.63,33,33,0.3
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Gabriel Gonzaga,Heavyweight,1,KO/TKO,loser,76,1,17,11,0,2.12,45,2.94,57,2.8,39,39,1.1
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Curtis Blaydes,Heavyweight,2,KO/TKO,loser,80,1,14,3,0,3.59,53,1.7,57,6.64,54,54,0
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Marcin Tybura,Heavyweight,3,U-DEC,loser,78,1,21,6,0,3.7,50,3.25,56,1.62,45,45,0.1
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Igor Pokrajac,Light Heavyweight,3,U-DEC,loser,74,1,28,13,0,2.25,45,4.26,40,0.87,29,29,0.2
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Cristina Stanciu,Women's Strawweight,3,U-DEC,loser,NA,1,5,2,0,2.5,50,3.07,52,0.85,100,100,1.7
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Nicolas Dalby,Welterweight,3,U-DEC,loser,74,1,19,3,1,3.2,37,3.57,55,1.45,33,33,0
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Ian Entwistle,Bantamweight,1,KO/TKO,loser,NA,1,9,3,0,0.11,NA,7.36,31,0,0,0,-1
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Damir Hadzovic,Lightweight,1,KO/TKO,loser,70,1,13,6,0,2.99,46,2.99,66,0.68,60,60,0.2
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Filip Pejic,Bantamweight,1,SUB,loser,NA,1,12,2,2,0,NA,0.88,33,0,0,0,0
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Robert Whiteford,Featherweight,3,S-DEC,loser,69,2,14,4,0,2.33,46,1.99,62,1.9,30,30,0
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Cyril Asker,Heavyweight,1,KO/TKO,loser,74,1,9,4,0,3.35,39,5.82,35,4.41,62,62,0.9
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,Zagreb,Croatia,Croatia,Alessio Di Chirico,Middleweight,3,U-DEC,loser,74,1,13,5,0,3.3,41,3.24,62,1.62,45,45,0
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Frank Mir,Heavyweight,1,KO/TKO,loser,79,2,18,11,0,2.18,47,3.84,38,2.02,40,40,2
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Hector Lombard,Welterweight,3,KO/TKO,loser,71,2,34,10,0,3.02,46,3.35,53,1.69,48,48,0.5
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Johnny Case,Lightweight,3,SUB,loser,72,1,22,6,0,3.95,38,2.66,61,1.7,45,45,0.2
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Antonio Carlos Junior,Middleweight,3,KO/TKO,loser,79,1,11,5,0,1.95,42,2.14,52,3.42,39,39,0.8
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,James Te Huna,Light Heavyweight,1,KO/TKO,loser,75,1,16,9,0,4.04,51,2.99,62,2.75,37,37,0.2
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Seo Hee Ham,Women's Strawweight,3,U-DEC,loser,62,2,17,8,0,4.2,39,5.15,61,0,0,0,0.2
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Brendan O'Reilly,Welterweight,1,KO/TKO,loser,69,1,6,3,0,1.9,47,2.77,39,2.22,43,43,0.6
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Mark Eddiva,Featherweight,1,SUB,loser,68,1,6,3,0,3.37,45,2.98,54,1.45,22,22,0
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Rin Nakai,Women's Bantamweight,3,U-DEC,loser,NA,1,19,2,1,1.57,33,3.9,60,3,18,18,0.5
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Richard Walsh,Welterweight,3,U-DEC,loser,73,1,9,5,0,3.84,46,2.72,58,1.55,40,40,0.2
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Chad Laprise,Lightweight,3,S-DEC,loser,71,1,13,4,0,4.78,42,3.59,65,1.05,54,54,0
2016-03-19,UFC Fight Night: Hunt vs Mir,Brisbane,Queensland,Australia,Damien Brown,Lightweight,3,U-DEC,loser,68,1,17,12,0,3.66,38,4.86,50,0.68,27,27,0.7
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Conor McGregor,Welterweight,2,SUB,loser,74,2,22,5,0,5.32,49,4.54,54,0.7,55,55,0
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Holly Holm,Women's Bantamweight,5,SUB,loser,69,2,14,5,0,3.16,38,2.8,57,0.81,30,30,0.1
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Gian Villante,Light Heavyweight,3,U-DEC,loser,76,1,17,13,0,4.39,43,5.48,55,0.46,23,23,0
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Tom Lawlor,Light Heavyweight,3,U-DEC,loser,74,2,10,6,0,2.5,42,2.41,60,2.46,32,32,1.4
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Valentina Shevchenko,Women's Bantamweight,3,U-DEC,loser,66,2,19,3,0,2.98,50,2.03,62,2.21,58,58,0.3
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Brandon Thatch,Welterweight,3,SUB,loser,74,3,11,5,0,2.7,42,3.63,52,1.36,66,66,0.7
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Erick Silva,Welterweight,2,KO/TKO,loser,74,1,19,9,0,2.5,48,4.18,49,0.85,35,35,1.4
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Marcelo Guimaraes,Middleweight,2,KO/TKO,loser,73,1,9,2,1,4.67,51,4.41,62,1.99,13,13,0
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Chas Skelly,Featherweight,3,U-DEC,loser,72,1,18,3,0,2.02,40,3.35,48,1.71,34,34,2.4
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Jim Miller,Lightweight,3,U-DEC,loser,71,2,32,15,0,2.73,40,2.99,59,1.69,43,43,1.9
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Justin Salas,Lightweight,1,KO/TKO,loser,70,2,12,7,0,3.42,43,2.96,68,2.43,20,20,0
2016-03-05,UFC 196: McGregor vs Diaz,Las Vegas,Nevada,USA,Julian Erosa,Featherweight,2,KO/TKO,loser,74,2,25,9,0,5.07,47,5.72,50,1.32,54,54,0.9
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Anderson Silva,Middleweight,5,U-DEC,loser,77,2,34,11,0,3.05,61,2.05,60,0.5,77,77,0.8
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Thales Leites,Middleweight,3,U-DEC,loser,78,1,28,9,0,2.13,40,2.99,52,2.1,27,27,1.1
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Keita Nakamura,Welterweight,3,U-DEC,loser,73,2,34,10,0,2.23,36,3.2,58,1.65,48,48,0.3
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Francisco Rivera,Bantamweight,3,S-DEC,loser,70,1,11,7,0,4.07,41,3.16,68,1.01,63,63,0.6
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Mike Wilkinson,Featherweight,3,U-DEC,loser,66,1,9,4,0,2.35,38,3.7,35,0.92,14,14,0.9
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Marlon Vera,Bantamweight,3,U-DEC,loser,70,3,16,7,1,3.65,49,3.95,52,0.78,37,37,1.1
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Chris Dempsey,Middleweight,1,KO/TKO,loser,72,1,11,5,0,2.25,32,2.82,65,2.64,23,23,0
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Yaotzin Meza,Featherweight,3,U-DEC,loser,71,1,21,11,0,1.43,41,1.62,64,1.06,20,20,1.4
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Brad Scott,Middleweight,3,U-DEC,loser,76,1,11,6,0,3.52,41,4.31,57,0.32,15,15,0.7
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Norman Parke,Lightweight,3,U-DEC,loser,70,2,23,6,1,3.06,35,2.88,64,1.98,26,26,0
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Jarjis Danho,Heavyweight,3,M-DEC,loser,74,1,6,1,1,3.39,48,5.77,47,0.57,20,20,0
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Thibault Gouti,Lightweight,1,SUB,loser,72,1,12,5,0,3.68,34,5.64,50,1.23,80,80,0.3
2016-02-27,UFC Fight Night: Silva vs Bisping,London,England,United Kingdom,Martin Svensson,Lightweight,2,KO/TKO,loser,NA,-1,15,6,0,2.02,38,5.91,38,0,0,0,0
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Alex Oliveira,Welterweight,1,SUB,loser,76,1,22,9,1,2.87,50,2.18,48,2.41,37,37,0.6
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Roan Carneiro,Middleweight,1,KO/TKO,loser,76,1,21,11,0,1.46,46,1.82,62,3.05,42,42,1.4
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Augusto Mendes,Catch Weight,1,KO/TKO,loser,65,1,6,2,0,2.42,34,3.91,56,1.75,33,33,0
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Tatsuya Kawajiri,Featherweight,3,U-DEC,loser,69,1,36,11,0,2.04,44,2.01,50,3.63,48,48,1.1
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Joe Riggs,Middleweight,1,KO/TKO,loser,70,2,44,17,0,2.41,51,1.69,57,2.45,55,55,0.6
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Shane Campbell,Lightweight,3,U-DEC,loser,71,1,14,6,0,3.99,59,3.19,55,1.36,28,28,0
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Alex Garcia,Welterweight,3,KO/TKO,loser,72,1,15,6,0,1.81,31,3.03,59,3.72,52,52,0.1
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Daniel Sarafian,Middleweight,1,KO/TKO,loser,73,1,10,6,0,2.23,46,3.1,58,0.36,7,7,0.7
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Leonardo Guimaraes,Middleweight,3,U-DEC,loser,NA,1,11,5,0,2.35,56,2.99,44,0,0,0,1
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Jonavin Webb,Welterweight,3,U-DEC,loser,NA,1,9,2,0,1.47,30,2.27,64,2.5,31,31,1
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Marion Reneau,Women's Bantamweight,3,S-DEC,loser,68,1,9,6,1,3.42,41,3.37,60,0.52,71,71,0.9
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Kelly Faszholz,Women's Bantamweight,3,KO/TKO,loser,NA,1,4,2,0,4.01,48,3.61,52,0,0,0,0
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,Pittsburgh,Pennsylvania,USA,Anthony Hamilton,Heavyweight,3,U-DEC,loser,76,1,15,9,0,3.91,65,3.02,45,2.62,42,42,0
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Johny Hendricks,Welterweight,1,KO/TKO,loser,69,2,18,8,0,3.49,45,3.99,53,3.83,46,46,0.3
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Jared Rosholt,Heavyweight,3,U-DEC,loser,75,1,14,4,0,2.08,46,1.52,59,1.83,41,41,0.1
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Rafael Cavalcante,Light Heavyweight,3,U-DEC,loser,74,1,12,7,0,2.71,53,3.62,49,0.6,40,40,0.1
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Zach Makovsky,Flyweight,3,U-DEC,loser,64,2,20,8,0,1.94,43,2.24,62,3.71,30,30,0.3
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Alex Nicholson,Light Heavyweight,2,SUB,loser,77,1,7,4,0,4.12,43,4.65,47,0,0,0,0.5
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Sean Spencer,Welterweight,3,KO/TKO,loser,74,1,12,6,0,4.24,32,4.02,60,0.14,33,33,0
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,KJ Noons,Lightweight,3,U-DEC,loser,70,1,13,9,0,3.68,35,3.78,65,0.08,20,20,0
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Damian Grabowski,Heavyweight,1,KO/TKO,loser,75,1,20,5,0,4,36,7.65,51,0,0,0,0
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Ray Borg,Flyweight,3,U-DEC,loser,63,1,13,5,0,1.52,52,1.93,48,3.89,50,50,1
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Noad Lahat,Featherweight,2,KO/TKO,loser,69,1,11,2,0,2.79,46,1.47,63,2.37,26,26,2.4
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Mike Jackson,Welterweight,1,SUB,loser,NA,1,0,1,0,4.25,58,1.33,75,0.95,100,100,0
2016-02-06,UFC Fight Night: Hendricks vs Thompson,Las Vegas,Nevada,USA,Artem Lobov,Featherweight,3,U-DEC,loser,65,2,13,15,0,3.52,41,4.82,50,0.39,25,25,0
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Ryan Bader,Light Heavyweight,1,KO/TKO,loser,74,1,23,5,0,2.82,43,1.39,71,3.37,44,44,0.4
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Josh Barnett,Heavyweight,2,SUB,loser,78,1,35,8,0,3.2,50,2.11,57,1.26,55,55,1.4
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Iuri Alcantara,Bantamweight,3,U-DEC,loser,71,2,35,10,0,2.72,45,2.79,49,1.44,62,62,0.8
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Sage Northcutt,Welterweight,2,SUB,loser,71,1,11,2,0,3.58,52,1.96,58,1.81,34,34,0.6
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Jake Ellenberger,Welterweight,3,U-DEC,loser,71,1,31,15,0,2.47,39,2.83,60,2.04,47,47,0.4
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Olivier Aubin-Mercier,Lightweight,3,U-DEC,loser,70,2,11,5,0,2.48,51,2.97,55,2.36,33,33,0.5
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Kevin Casey,Middleweight,3,KO/TKO,loser,77,2,9,5,2,2.27,53,3.76,46,0.79,22,22,0.4
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Dustin Ortiz,Flyweight,3,U-DEC,loser,65,1,19,8,0,2.94,44,2.17,56,3.01,36,36,0.1
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,George Sullivan,Welterweight,1,KO/TKO,loser,73,1,17,7,0,3.53,39,2.42,57,1.37,20,20,0.7
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Masio Fullen,Featherweight,3,U-DEC,loser,70,1,11,7,0,2.46,32,3.5,54,0.47,33,33,0
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Matt Dwyer,Welterweight,3,U-DEC,loser,76,1,9,4,0,2.57,34,3.24,54,0.44,10,10,0
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Levan Makashvili,Featherweight,3,M-DEC,loser,68,1,15,2,1,2.87,54,2.07,61,3.67,42,42,0
2016-01-30,UFC on FOX: Johnson vs. Bader,Newark,New Jersey,USA,Felipe Olivieri,Lightweight,3,SUB,loser,NA,1,14,5,0,6.68,58,4.6,57,0,0,0,0
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,TJ Dillashaw,Bantamweight,5,S-DEC,loser,67,1,17,4,0,5.37,41,3.03,65,1.68,37,37,1
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Anthony Pettis,Lightweight,3,S-DEC,loser,72,1,24,10,0,3.05,47,3.44,54,0.61,50,50,1.1
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Matt Mitrione,Heavyweight,3,KO/TKO,loser,82,3,12,5,0,3.55,50,2.79,64,0,0,0,0.7
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Ross Pearson,Lightweight,3,U-DEC,loser,69,1,20,16,0,3.68,40,4.09,62,0.74,35,35,0
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Ben Saunders,Welterweight,2,KO/TKO,loser,77,1,22,13,0,3.23,50,3.58,51,0.2,40,40,1.3
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Tim Boetsch,Light Heavyweight,2,KO/TKO,loser,74,1,21,13,0,2.93,50,2.9,57,1.45,34,34,0.8
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Mehdi Baghdad,Lightweight,1,SUB,loser,NA,1,11,5,0,3.13,30,4.56,46,0,0,0,0
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Maximo Blanco,Featherweight,1,SUB,loser,71,1,12,8,1,4.11,44,3.19,66,1.85,36,36,0.3
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Daron Cruickshank,Lightweight,3,SUB,loser,72,3,18,10,0,2.88,38,2.98,57,2.04,41,41,0.2
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Sean O'Connell,Light Heavyweight,1,KO/TKO,loser,74,1,17,9,0,5.46,48,6.77,45,0,0,0,0.5
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Kyle Bochniak,Featherweight,3,U-DEC,loser,70,1,8,5,0,2.63,31,5.11,58,1.14,15,15,0
2016-01-17,UFC Fight Night: Dillashaw vs Cruz,Boston,Massachusetts,USA,Joey Gomez,Bantamweight,2,KO/TKO,loser,71,1,7,1,0,3.73,49,3.33,50,2,28,28,0
